編號,名稱,地區,類型,地區/大樓,地址,緯度,經度,營業時間,評分,每人價位,GoogleMaps連結,核實日期
282,Cafe やぶさち（南城・海景蔬食）,沖繩,海景景觀咖啡・義式無麩質蔬食（蔬食友善・葷店需指定vegan線）,南城市・玉城百名（Hyakuna 海岸）,沖縄県南城市玉城百名646-1,26.14180,127.79553,Morning 9:00-10:30／Lunch 11:00-14:30／Tea -17:00；週三公休(假日營業),Tripadvisor 約4／Tabelog 有頁,"¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=26.14180,127.79553",2026-07-27
283,パーラー ド ジュジュモ（豊見城）,沖繩,自然食薬膳・酵素玄米咖哩(蔬食友善・咖哩純素),豊見城市・与根（近 Ashibinaa outlet）,沖縄県豊見城市与根490-3,26.16384,127.66048,週一〜五 08:00-13:00；週六日公休(早午餐店，收攤早),Tabelog 3.04（7 則）,"¥800–1,200","https://www.google.com/maps/search/?api=1&query=26.16384,127.66048",2026-07-27
284,Detox cafe felicidad（糸満・純素GF）,沖繩,無麩質&純素咖啡（午餐全vegan・供餐不定需致電）,糸満市（近ファーマーズマーケットいとまん）,沖縄県糸満市西川町35-10,26.13576,127.66885,週二〜週六 約11:00-16/17:00；週日一公休(時段不穩),HappyCow 近期評論／Tabelog 3.08,"¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=26.13576,127.66885",2026-07-27
285,山の茶屋 楽水（南城・崖上素食茶屋）,沖繩,森林崖上素食茶屋・酵素玄米定食(蔬食友善・湯底需確認柴魚),南城市・玉城（さちばるの庭）,沖縄県南城市玉城玉城19-1,26.13455,127.78362,11:00-16:00(L.O.15:00)；週三・四公休,Tabelog 3.38（141 則）,"¥1,300–2,000","https://www.google.com/maps/search/?api=1&query=26.13455,127.78362",2026-07-27
286,浜辺の茶屋（南城・海邊咖啡）,沖繩,海邊咖啡輕食(蔬食友善・選蔬菜/起司/蛋三明治),南城市・玉城（海邊，山の茶屋 姊妹店）,沖縄県南城市玉城玉城2-1,26.13520,127.78680,週一〜五 8:00-18:00；週六日/假日 8:00-19:00；全年無休,Tabelog 3.51（575 則）,"¥1,000–1,800","https://www.google.com/maps/search/?api=1&query=26.13520,127.78680",2026-07-27
287,COKOFU ココフ（浦添港川・純素甜點）,沖繩,植物系甜點(刨冰/可麗餅/生麩/思慕昔)｜全素 Vegan,浦添市・港川外人住宅街 Minatogawa,沖縄県浦添市港川2-12-7 港川外人住宅50号,26.25570,127.71270,二/五 10:30-18:00；三/四/六及假日 10:30-18:30；週一・週日公休,Retty/Ekiten 正評（港川指南收錄）,"¥600–1,200","https://www.google.com/maps/search/?api=1&query=26.25570,127.71270",2026-07-27
288,Modernark モダナーク（元町蔬食）,神戶,綠意老宅蔬食咖啡（蔬食友善）,神戶・元町（トアロード）,兵庫県神戸市中央区北長狭通3-11-15 神戸通商ビル1F,34.69075,135.18930,一〜四日 11:30-19:00(L.O.18:00)／五六假前 -20:00；基本無休,Tabelog 3.47（247 則）,"午 ¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=34.69075,135.18930",2026-07-27
289,Vegan Cafe Thallo タロ（純素GF）,神戶,純素定食・無麩甜點｜全素 Vegan,神戶・元町（北長狭通）,兵庫県神戸市中央区北長狭通4-7-12 オーシャンズコート1F,34.69010,135.18730,約11:30-17:00；公休日各來源不一(週三或週一三四)，務必電話確認,Tabelog 3.08（26 則）,"午 ¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=34.69010,135.18730",2026-07-27
290,greenery グリーナリー（純素果昔）,神戶,純素果昔・巴西莓碗・甜點｜全素 Vegan,神戶・乙仲通（みなと元町）,兵庫県神戸市中央区海岸通4-5-6,34.68610,135.18420,10:00-17:00；週四公休,Tabelog 3.33（71 則）,"¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=34.68610,135.18420",2026-07-27
291,やさい食堂 堀江座（蔬菜咖哩）,神戶,蔬菜重ね煮咖哩・發酵定食｜全素 Vegan對應,神戶・西元町（元町通6丁目）,兵庫県神戸市中央区元町通6-3-3,34.68690,135.18150,一〜六假日 11:30-18:30 頃；週日公休,Tabelog 3.13（38 則）,"午 ¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=34.68690,135.18150",2026-07-27
292,YIDAKI CAFE イダキ（旧居留地純素）,神戶,純素拼盤・自製甜點｜全素 Vegan,神戶・元町（旧居留地・大丸前側）,兵庫県神戸市中央区三宮町3-6-6 大栄ビル2F,34.68970,135.18870,11:00-20:00(L.O.19:00)；週四公休,Tabelog 3.47（約 221 則）,"午 ¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=34.68970,135.18870",2026-07-27
293,ベジバーガー元町バロム（純素漢堡）,神戶,純素漢堡(外帶專門)｜全素 Vegan・無五葷,神戶・元町（三宮町3丁目）,兵庫県神戸市中央区三宮町3-5-5,34.68950,135.18860,10:00-16:00；週四公休,Tabelog 現存頁（Vegewel 收錄）,"約 ¥1,000／份","https://www.google.com/maps/search/?api=1&query=34.68950,135.18860",2026-07-27
294,THE CASTLE（三宮・純素塔可餐酒館）,神戶,夜間餐酒館(蔬食友善・需指定vegan塔可),神戶・三宮（中山手通1丁目）,兵庫県神戸市中央区中山手通1-1-9 ゴールドウッズ三宮ビル3F,34.69600,135.19260,18:30-翌2:00；週一・週日公休,Tabelog 現存頁（Vegewel 收錄）,"晚 ¥2,000–3,999","https://www.google.com/maps/search/?api=1&query=34.69600,135.19260",2026-07-27
295,Mother Moon Cafe ミント神戸店,神戶,Farm to Table 咖啡(蔬食友善・僅指定vegan拼盤),神戶・三宮（ミント神戸6F・車站直結）,兵庫県神戸市中央区雲井通7-1-1 ミント神戸6F,34.69530,135.19720,依 ミント神戸 商場約 11:00-22:00,Tabelog 3.20（本店 290 則）,"午 ¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=34.69530,135.19720",2026-07-27
296,クスム KUSUM（北野印度素食）,神戶,北印度家庭料理・素咖哩吃到飽(蔬食友善・需指定素食),神戶・北野（山本通・ハンター坂）,兵庫県神戸市中央区山本通2-12-21 異人プラザ203,34.69950,135.18930,11:30-14:30、17:30-20:00；週一公休,Retty/Tabelog 正評（蔬食常客）,"午 ¥1,000 前後（吃到飽）","https://www.google.com/maps/search/?api=1&query=34.69950,135.18930",2026-07-27
297,元祖ぎょうざ苑（南京町・野菜餃子）,神戶,味噌だれ餃子老店(蔬食友善・需指定野菜餃子),神戶・南京町（中華街・栄町通）,兵庫県神戸市中央区栄町通2-8-11,34.68830,135.18680,11:45-15:00、17:00-20:30(L.O.)；週一公休(假日營業翌日補休),Tabelog 現存頁（南京町名店）,"¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=34.68830,135.18680",2026-07-27
298,古民家 Cafe Slow Life（有馬近郊純素）,神戶,130年古民家玄米蔬食/マクロビ｜全素 Vegan對應,神戶・北區唐櫃（有馬溫泉近郊）,兵庫県神戸市北区有野町唐櫃521,34.77900,135.24300,11:00-16:00，僅週一・二・每月第4個週日營業,Tabelog 現存頁（Vegewel/IG 活躍）,"午 ¥1,100","https://www.google.com/maps/search/?api=1&query=34.77900,135.24300",2026-07-27
299,cafe りもねん（須磨・蔬食佛陀碗）,神戶,地產蔬食 Buddha bowl(蔬食友善・有plant-based菜單),神戶・須磨（須磨海岸・須磨浦公園近）,兵庫県神戸市須磨区須磨浦通6-6-10,34.63700,135.12100,三四五日 11:30-17:00；六 -20:00(L.O.19:00)；月火公休,Retty/ぐるなび 正評（2024 報導）,"午 ¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=34.63700,135.12100",2026-07-27
300,FALAFEL BROTHERS 澀谷PARCO店,東京,以色列中東蔬食｜全素 Vegan,澀谷・宇田川町（PARCO 7F）,渋谷区宇田川町15-1 渋谷PARCO 7F,35.66216,139.69893,一〜四 11:00-21:30／五〜日 -22:00,HappyCow 4.0（140 則）,"¥1,300–1,800","https://www.google.com/maps/search/?api=1&query=35.66216,139.69893",2026-07-27
301,精進拉麵 菜 SHOJIN RAMEN,東京,純植物拉麵專門｜全素 Vegan,澀谷・宇田川町,渋谷区宇田川町11-2,35.66095,139.6982,11:30-23:30(LO23:00),Tabelog 3.09（34 則）,"午 ¥1,000–1,999／晚 ¥2,000–2,999","https://www.google.com/maps/search/?api=1&query=35.66095,139.6982",2026-07-27
302,自家製麵 MENSHO 澀谷PARCO店,東京,拉麵(蔬食友善・葷店需指定vegan擔擔/味噌),澀谷・宇田川町（PARCO B1F）,渋谷区宇田川町15-1 渋谷PARCO B1F,35.6621,139.6986,11:00-23:00(依PARCO),HappyCow 收錄,"¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=35.6621,139.6986",2026-07-27
303,AFURI 阿夫利 澀谷道玄坂店,東京,拉麵(蔬食友善・需指定vegan柚子鹽),澀谷・道玄坂,渋谷区道玄坂1-19-12 ReRaiMa 1F,35.6577,139.6966,一〜四日 11:00-23:00／五六 -翌5:00,恵比寿本店 Tabelog 3.6+,"¥1,300–2,000","https://www.google.com/maps/search/?api=1&query=35.6577,139.6966",2026-07-27
304,BiOcafe ビオカフェ,東京,有機咖啡餐廳(蔬食友善・湯品需確認だし),澀谷・宇田川町,渋谷区宇田川町16-14 パティオビル1F,35.6623,139.6979,午 11:00-16:00／晚 18:00-23:00；僅元旦休,Tabelog 3.64（1352 則）,"午 ¥1,000–1,999／晚 ¥4,000–4,999","https://www.google.com/maps/search/?api=1&query=35.6623,139.6979",2026-07-27
305,Guzman y Gomez GYG 渋谷店,東京,墨西哥快餐(蔬食友善・指定去肉以豆),澀谷・神南,渋谷区神南1-11-3 第二大外ビル1F,35.6628,139.7,11:00-23:00,Yelp 現行,"¥1,000–1,600","https://www.google.com/maps/search/?api=1&query=35.6628,139.7",2026-07-27
306,AIN SOPH.Journey 新宿三丁目店,東京,日式創作/鬆餅/漢堡/咖哩｜全素 Vegan,新宿三丁目,新宿区新宿3-8-9 新宿Qビル1F,35.69065,139.70673,平日 11:30-16:00+18:00-21:30／六日 11:30-17:00,HappyCow 4.5（426 則）,"午 ¥1,800–2,500／晚 ¥3,000–4,500","https://www.google.com/maps/search/?api=1&query=35.69065,139.70673",2026-07-27
307,NEO新宿 篤 ATSUSHI,東京,純素擔擔麵/拉麵/居酒屋｜全素 Vegan,新宿三丁目,新宿区新宿3-3-7 三慶ビル4F,35.69064,139.70608,一〜三 18:00-23:00；四〜日 12:00-16:00+18:00-(五六至翌5:00),Tabelog 3.08,"午 ¥1,200–1,600／晚 ¥3,000–3,999","https://www.google.com/maps/search/?api=1&query=35.69064,139.70608",2026-07-27
308,AFURI 阿夫利 新宿ルミネ店,東京,拉麵(蔬食友善・需指定vegan拉麵),西新宿（ルミネ1 B2F）,新宿区西新宿1-1-5 ルミネ新宿 ルミネ1 B2F,35.68921,139.6993,約 11:00-22:00,HappyCow 收錄,"vegan 拉麵約 ¥1,300","https://www.google.com/maps/search/?api=1&query=35.68921,139.6993",2026-07-27
309,一風堂 ルミネエスト新宿店(Plant Based),東京,拉麵(蔬食友善・植物基拉麵/設備共用),新宿三丁目（LUMINE EST 8F）,新宿区新宿3-38-1 ルミネエスト新宿8F,35.69125,139.70114,約 11:00-22:00,Tabelog 收錄,"¥1,000–1,400","https://www.google.com/maps/search/?api=1&query=35.69125,139.70114",2026-07-27
310,Green Italian TORCIA 新宿伊勢丹店,東京,蔬食義式(蔬食友善・指定vegan menu),新宿三丁目（伊勢丹本館7F）,新宿区新宿3-14-1 伊勢丹新宿店 本館7F,35.69139,139.70483,午 11:00-15:00／晚 17:00-22:00(依百貨),HappyCow 收錄,"午 ¥2,000 起／晚 ¥4,400 起","https://www.google.com/maps/search/?api=1&query=35.69139,139.70483",2026-07-27
311,marbre vegan 新宿御苑本店,東京,純素甜點/咖啡｜全素 Vegan,新宿二丁目／御苑前,新宿区新宿2-1-5 パークサイドスクエア1F,35.6887,139.7093,11:00-19:00(咖啡LO18:00)；週日公休(前往前查IG),HappyCow 高評（2026 榜）,蛋糕 ¥600–850＋飲品,"https://www.google.com/maps/search/?api=1&query=35.6887,139.7093",2026-07-27
312,Brown Rice by Neal’s Yard,東京,糙米有機和食定食｜全素 Vegan,表參道,渋谷区神宮前5-1-8,35.66565,139.70986,約 11:30-18:00(餐LO17:00)；不定休,Tabelog 3.47,"¥1,500–2,200","https://www.google.com/maps/search/?api=1&query=35.66565,139.70986",2026-07-27
313,Vegan Bistro じゃんがら,東京,純素豚骨風拉麵/漢堡｜全素 Vegan,原宿／明治神宮前,渋谷区神宮前1-13-21 2F,35.66972,139.70347,11:00-22:00(LO21:00)；不收預約,Tabelog 3.27,"¥1,500–2,000","https://www.google.com/maps/search/?api=1&query=35.66972,139.70347",2026-07-27
314,Vegan Veggie 嫦娥 joga,東京,純素中華/藥膳｜全素 Vegan,南青山（骨董通り）／表參道,港区南青山6-2-13 ファイン青山1F,35.6611,139.71501,約 11:00-21:00(午11:15-15:00/晚17:00-22:30)；晚建議預約,Tabelog 3.40,"午 ¥1,500–2,500／晚 ¥4,000–6,500","https://www.google.com/maps/search/?api=1&query=35.6611,139.71501",2026-07-27
315,Mr.FARMER 表参道本店,東京,蔬菜咖啡/沙拉碗/植物漢堡｜全素 Vegan,表參道,渋谷区神宮前4-5-12 セピア原宿1F,35.66812,139.71193,9:00-20:00,Tabelog 3.36,"¥1,800–2,500","https://www.google.com/maps/search/?api=1&query=35.66812,139.71193",2026-07-27
316,BROOKS GREENLIT CAFE,東京,植物系咖啡/三明治/果汁｜全素 Vegan,南青山（青山一丁目）,港区南青山1-7-12 MIDORI.so AOYAMA 1F,35.67063,139.72489,8:00-18:00,Tabelog 3.18,"¥1,200–2,000","https://www.google.com/maps/search/?api=1&query=35.67063,139.72489",2026-07-27
317,BEYOND SWEETS 表参道店,東京,無麩質純素甜點｜全素 Vegan,表參道／南青山,港区南青山3-13-9 青山パティオ1F,35.66543,139.71433,11:00-20:00(LO19:30),Tabelog 3.43,單品 ¥600–900,"https://www.google.com/maps/search/?api=1&query=35.66543,139.71433",2026-07-27
318,Alaska zwei アラスカツヴァイ,東京,北歐風蔬食咖啡/烘焙｜全素 Vegan,中目黑／池尻大橋,目黒区東山2-5-7,35.6465,139.6865,9:00-18:00(LO17:00)；不定休(先看IG),Tabelog 約 3.4,"¥1,550–1,750","https://www.google.com/maps/search/?api=1&query=35.6465,139.6865",2026-07-27
319,Ballon TOKYO バロン,東京,法拉費+純素霜淇淋｜全素 Vegan,中目黑,目黒区中目黒3-2-19 ラミアール中目黒1F,35.6456,139.7015,一二四〜日 11:30-18:30；週三 11:30-15:00,Tabelog 3.38（153 則）,"¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=35.6456,139.7015",2026-07-27
320,KO-SO CAFE BIORISE,東京,酵素/有機蔬食亞洲創作｜全素 Vegan,惠比壽,渋谷区東3-25-3 ライオンズプラザ恵比寿1F,35.6495,139.714,11:00-20:00(LO19:30)；週三休,Tabelog 3.39（161 則）,"¥1,000–2,999","https://www.google.com/maps/search/?api=1&query=35.6495,139.714",2026-07-27
321,HEMP CAFE TOKYO,東京,大麻籽超級食物蔬食｜全素 Vegan,惠比壽,渋谷区東3-17-14 クリスティエビス8F,35.6485,139.7125,一三〜日 11:30-15:00+18:00-22:00；週二休,Tabelog 3.40（106 則）,"午 ¥1,000–1,999／晚 ¥3,000–3,999","https://www.google.com/maps/search/?api=1&query=35.6485,139.7125",2026-07-27
322,PARATACO パラタコ,東京,墨西哥/中南美純素塔可｜全素 Vegan,代官山,渋谷区代官山町13-6 88DAIKANYAMAビル1F,35.649,139.7025,一〜四日 10:00-20:30／五六 -22:00,Tabelog（好評多）,"塔可 ¥850 起、碗 ¥1,300","https://www.google.com/maps/search/?api=1&query=35.649,139.7025",2026-07-27
323,CLEANSING CAFE 代官山,東京,冷壓蔬果汁/raw輕食｜全素 Vegan,代官山（猿樂町）,渋谷区猿楽町9-8 #212,35.65,139.7005,10:00-17:00；不定休,Vegewel 好評,"¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=35.65,139.7005",2026-07-27
324,薬膳食堂ちゃぶ膳 下北沢店,東京,藥膳/有機拉麵/咖哩｜全素 Vegan,下北澤（近新代田站，代田）,世田谷区代田6-16-20,35.66681,139.66344,週二〜日 17:00-23:00；週一休(午段先電話確認),Tabelog 3.07（27 則）,"¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=35.66681,139.66344",2026-07-27
325,Universal Bakes and Cafe,東京,純素麵包烘焙咖啡｜全素 Vegan,世田谷代田（下北澤徒步圈）,世田谷区代田5-9-15,35.65887,139.66107,8:30-18:00；週一二休,Tabelog 3.50（196 則）,"¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=35.65887,139.66107",2026-07-27
326,ティッチャイ Tit-Chai,東京,泰式(蔬食友善・指明vegan去魚露),下北澤（南口步行7分，代沢）,世田谷区代沢5-29-8,35.65837,139.66699,週一休(午/晚營業，可能不定休先確認),Tabelog 3.33（110 則）,"¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=35.65837,139.66699",2026-07-27
327,SUNDAY VEGAN サンデーヴィーガン,東京,純素甜甜圈甜點咖啡｜全素 Vegan,吉祥寺（南口步行4分，井之頭公園旁）,武蔵野市吉祥寺南町1-15-6 1F,35.701,139.57842,8:00-17:00；無固定公休,Tabelog 3.54（219 則）,¥999 以下（單顆 ¥350–500）,"https://www.google.com/maps/search/?api=1&query=35.701,139.57842",2026-07-27
328,Organic Cafe ゆきすきのくに,東京,有機藥膳咖哩(蔬食友善・指定vegan),西荻窪（吉祥寺西一站）,杉並区西荻北3-16-3 西荻神楽ビル1F,35.7046,139.59831,"二三五六 16:00-19:30／日 12:00-16:30；一四休(午餐僅預約,營業日常變動先查IG)",Tabelog 有頁,"¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=35.7046,139.59831",2026-07-27
329,AIN SOPH.Ginza 銀座,東京,日式融合｜全素 Vegan,銀座,中央区銀座4-12-1,35.67018,139.76798,11:30-20:00(午11:30-15:00/午茶-17:00/晚18:00-),HappyCow/Yelp 4★+,"午 ¥2,000–3,500／晚 ¥5,000+","https://www.google.com/maps/search/?api=1&query=35.67018,139.76798",2026-07-27
330,T’s たんたん 東京駅店,東京,純素擔擔麵專門｜全素 Vegan,東京駅・京葉街（改札內）,千代田区丸の内1-9-1 JR東京駅 京葉ストリート1F,35.67977,139.76696,約 10:00-21:30(LO21:00),TripAdvisor Choice,"¥900–1,300","https://www.google.com/maps/search/?api=1&query=35.67977,139.76696",2026-07-27
331,T’s たんたん エキュート上野店,東京,純素擔擔麵｜全素 Vegan,上野駅（改札內 ecute 3F）,台東区上野7-1-1 JR上野駅 ecute上野3F,35.71327,139.77673,約 7:00-23:00,Yelp/Tabelog 正評,"¥900–1,300","https://www.google.com/maps/search/?api=1&query=35.71327,139.77673",2026-07-27
332,Vegan Eat Tokyo 浅草,東京,日義融合純素｜全素 Vegan,淺草（近雷門/淺草寺）,台東区浅草1-22-5,35.7121,139.79407,12:00-21:00,HappyCow 高評,"¥2,000–3,500","https://www.google.com/maps/search/?api=1&query=35.7121,139.79407",2026-07-27
333,まるごとVEGAN 浅草,東京,日西式純素(含清真/無麩)｜全素 Vegan,淺草・花川戸（隅田川畔）,台東区花川戸1-3-3,35.71172,139.79889,二〜五 11:30-15:00／六日假 10:00-15:00；部分日晚餐；週一休,HappyCow/TripAdvisor 正評,"¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=35.71172,139.79889",2026-07-27
334,VEGGIE SUSHI JAPAN,東京,純素壽司套餐(預約制)｜全素 Vegan,淺草橋（Little Japan 1F）,台東区浅草橋3-10-8 Little Japan,35.6979,139.7856,週一〜五 11:00-14:30(預約制),HappyCow 5★,"每人 ¥3,000 起","https://www.google.com/maps/search/?api=1&query=35.6979,139.7856",2026-07-27
335,普茶料理 梵 Fucha Bon,東京,"普茶/精進料理(植物性,預約制)｜全素精進",入谷・龍泉（上野/淺草間）,台東区龍泉1-2-11,35.72293,139.7904,午 12:00-15:00(LO13:00)／晚 18:00-21:00；週三四休；全席預約制,Tabelog 高分老店,"套餐 ¥5,000–10,000+","https://www.google.com/maps/search/?api=1&query=35.72293,139.7904",2026-07-27
336,根津の谷 Nezunoya,東京,純素和食+有機食料品｜全素 Vegan,根津（近根津站）,文京区根津1-1-14,35.71756,139.76518,一二五六 11:30-16:00(LO15:00)；三四日休；現金限定,Tabelog/TripAdvisor 正評,"午 ¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=35.71756,139.76518",2026-07-27
337,VEGAN GYOZA YU 優,東京,純素餃子專門｜全素 Vegan,鶯谷・根岸（上野北）,台東区根岸3-11-17 陽光ビル1F,35.72439,139.77969,"約週三〜日 12:00-21:00(不定,以IG確認)",Google 約 4.9★,"¥1,000–1,800","https://www.google.com/maps/search/?api=1&query=35.72439,139.77969",2026-07-27
338,KOMEDA is □ 東銀座店,東京,全植物咖啡店(JVS認證)｜全素 Vegan,東銀座・築地,中央区築地1-13-1 銀座松竹スクエア1F,35.66803,139.76946,"約 7:30-23:00(季節變動,建議查官網)",連鎖新業態,"¥800–1,500","https://www.google.com/maps/search/?api=1&query=35.66803,139.76946",2026-07-27
339,2foods 銀座ロフト店,東京,植物性健康速食｜全素 Vegan,銀座一丁目,中央区銀座2-4-6 銀座ベルビア館 Loft1F,35.67415,139.7663,一〜六 11:00-21:00／日 -20:00,Vegewel 收錄,"¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=35.67415,139.7663",2026-07-27
340,九州じゃんがら 銀座店,東京,拉麵(蔬食友善・需指定vegan拉麵),銀座六丁目（GINZA SIX 後方）,中央区銀座6-12-17 銀座片桐ビル1F,35.66942,139.76488,11:00-22:30(LO22:15)；部分來源標週日休,Tabelog 3.48,"¥900–1,300","https://www.google.com/maps/search/?api=1&query=35.66942,139.76488",2026-07-27
341,Eat-Alley Asakusa,東京,義式(蔬食友善・素選項),淺草,台東区浅草(詳址見 HappyCow),35.7115,139.796,待確認(請查 HappyCow/Google),HappyCow 收錄,"¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=35.7115,139.796",2026-07-27
342,POSH 清澄白河,東京,生食甜點/貝果(蔬食友善・選純素品項),清澄白河,江東区常盤1-3-7 ラフィーヴィル清澄白河EAST 1F,35.68446,139.7944,10:00-18:00；不定休,媒體報導,"¥800–1,500","https://www.google.com/maps/search/?api=1&query=35.68446,139.7944",2026-07-27
343,権八 お台場 Gonpachi,東京,居酒屋/蕎麥(蔬食友善・つゆ含柴魚需避),台場（Aqua City 4F）,港区台場1-7-1 アクアシティお台場4F,35.6297,139.7735,約 11:30-23:00,Tabelog 3.12,"¥3,000–5,000","https://www.google.com/maps/search/?api=1&query=35.6297,139.7735",2026-07-27
344,CoCo壱番屋 秋葉原駅前店,東京,咖哩(蔬食友善・點素咖哩醬),秋葉原（JR站對面）,千代田区外神田(秋葉原站前),35.6987,139.7726,約 11:00-23:00,連鎖,"¥800–1,200","https://www.google.com/maps/search/?api=1&query=35.6987,139.7726",2026-07-27
345,好記園 Koukien,東京,台灣素/中華(蔬食友善・點素/Vegan菜單),橫濱・中華街,横浜市中区山下町106,35.443,139.6462,平日 11:00-15:00+17:00-21:00；六日 11:00-21:00,HappyCow 4.0（11 則）,"每人約 ¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=35.443,139.6462",2026-07-27
346,橫濱中華街 北京飯店,東京,北京料理(蔬食友善・點VEGAN分類),橫濱・中華街（東門旁）,横浜市中区山下町79-5,35.4435,139.6473,11:30-21:00(LO20:00),中華街老舖,"每人約 ¥2,000–4,000","https://www.google.com/maps/search/?api=1&query=35.4435,139.6473",2026-07-27
347,RUCY+R ルーシープラスアール,東京,香料咖哩/沙拉碗｜全素 Vegan,橫濱駅（相鉄ジョイナス B1）,横浜市西区南幸1-5-1 相鉄ジョイナス B1F,35.4656,139.6204,11:00-22:00(依百貨),Tabelog 新店正評,"每人約 ¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=35.4656,139.6204",2026-07-27
348,TSUNAGORO 綱五郎,東京,有機蔬食古民家咖啡｜全素 Vegan,橫濱・鶴見（尻手駅）,横浜市鶴見区尻手1-3-3,35.5168,139.6835,平日 11:00-16:00 前後；週三四休(以IG為準),HappyCow 4.5（9 則）,"每人約 ¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=35.5168,139.6835",2026-07-27
349,木と季 Kitotoki,東京,玄米菜食/藥膳(預約制)｜全素 Vegan,鎌倉・長谷（大仏前）,鎌倉市長谷4-3-21-5,35.317,139.535,11:00-14:30；週日/例假日休；完全預約制,Tabelog 有列/IG 活躍,"¥3,000／人","https://www.google.com/maps/search/?api=1&query=35.317,139.535",2026-07-27
350,ちらしや 野菜壽司,東京,野菜壽司｜全素 Vegan,鎌倉・北鎌倉（禪寺之鄉）,鎌倉市山ノ内400-2,35.3367,139.548,週一二五六日 11:00-約15:00(六日8:00早粥)；三至15:00；四休,HappyCow 5.0（30 則）,"12 貫套餐 ¥2,400","https://www.google.com/maps/search/?api=1&query=35.3367,139.548",2026-07-27
351,麻心 Magokoro,東京,麻の実料理海景café(蔬食友善・店內有魚需點vegan),鎌倉・長谷（由比ヶ浜海邊2F）,鎌倉市長谷2-8-11 2F,35.3108,139.5336,11:30-22:00(LO)；週一公休(遇假順延),Retty/ぐるなび 正評,"每人約 ¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=35.3108,139.5336",2026-07-27
352,歐風野菜料理 Vegetus,東京,歐風蔬食套餐(預約制)｜全素 Vegan,鎌倉・御成町（鎌倉駅西口2F）,鎌倉市御成町10-13 2F,35.3185,139.5488,午 12:00-15:00／晚 17:00-22:00(LO)；週四休；套餐制需2營業日前預約,HappyCow 5.0（21 則）,"套餐每人約 ¥4,000–6,000","https://www.google.com/maps/search/?api=1&query=35.3185,139.5488",2026-07-27
353,VEGGY STYLE ベジースタイル,東京,有機蔬食咖啡｜全素 Vegan,鎌倉・大船（大船駅步行5分）,鎌倉市大船1-18-11,35.3506,139.5288,一 11:30-15:00；三〜六 11:30-15:00+17:00-22:00；日 -21:00；週二休,Vegewel/横浜navi 收錄,"每人約 ¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=35.3506,139.5288",2026-07-27
354,Wander Kitchen ワンダーキッチン,東京,多國籍家庭料理(蔬食友善・需事先要求vegan),鎌倉・御成（御成通り裏巷）,鎌倉市御成町10-15,35.3186,139.5487,"未穩定公開(以IG/電話為準,常見午-夜)；建議先電話",Tripadvisor 正評,"每人約 ¥1,200–2,000","https://www.google.com/maps/search/?api=1&query=35.3186,139.5487",2026-07-27
355,鉢の木 新館,東京,精進料理/会席(蔬食友善・需指定精進course),鎌倉・北鎌倉（浄智寺前）,鎌倉市山ノ内350,35.3364,139.5462,平日午 11:30-14:30/夜僅預約；週末午 11:00-15:00；週四休,一休/ぐるなび 高評,"套餐每人約 ¥3,300–8,000","https://www.google.com/maps/search/?api=1&query=35.3364,139.5462",2026-07-27
356,BOX BURGER 宮城野本店,東京,漢堡(蔬食友善・有vegan burger),箱根・宮城野,足柄下郡箱根町宮城野637-1,35.247,139.056,午 11:00-15:30(LO15:00)／晚 17:00-19:30；週四休,HappyCow 收錄,"每人約 ¥1,500–2,500","https://www.google.com/maps/search/?api=1&query=35.247,139.056",2026-07-27
357,森メシ 宮ノ下,東京,居酒屋/定食(蔬食友善・指定vegan無柴魚),箱根・宮ノ下（宮ノ下駅すぐ）,足柄下郡箱根町宮ノ下404-13,35.2323,139.0487,午 11:30-15:00／晚 17:00-21:30；無休,HappyCow/TripAdvisor,"每人約 ¥1,200–2,500","https://www.google.com/maps/search/?api=1&query=35.2323,139.0487",2026-07-27
